id,score,dist_from_half,path
306c7696be58421780b9756df3084072,0.4987724413425503,0.0012275586574497233,data/public_test/public_test/306c7696be58421780b9756df3084072.jpeg
847540cab4034aad957bd9c1eec91425,0.4987724413425503,0.0012275586574497233,data/public_test/public_test/847540cab4034aad957bd9c1eec91425.jpeg
2228be2bf0534fda8929c26f2d23cad5,0.4984746916818579,0.0015253083181421268,data/public_test/public_test/2228be2bf0534fda8929c26f2d23cad5.jpeg
34c8e752b6e540ed991a653723471f11,0.4984746916818579,0.0015253083181421268,data/public_test/public_test/34c8e752b6e540ed991a653723471f11.jpeg
728349baca9c47b8b006d97d288a0fff,0.4984746916818579,0.0015253083181421268,data/public_test/public_test/728349baca9c47b8b006d97d288a0fff.jpeg
e6f8ba8bf56f431298c50a3ea7639d7e,0.4984746916818579,0.0015253083181421268,data/public_test/public_test/e6f8ba8bf56f431298c50a3ea7639d7e.jpeg
c4e06ab5c5f142fea4efa8ae567cc5f1,0.4979006048261047,0.002099395173895291,data/public_test/public_test/c4e06ab5c5f142fea4efa8ae567cc5f1.jpeg
16f50cf49256406b8f7301da6113204c,0.4976430112135577,0.0023569887864423045,data/public_test/public_test/16f50cf49256406b8f7301da6113204c.jpeg
8c71fa4253344eabaf9d3d804eadb45a,0.4976430112135577,0.0023569887864423045,data/public_test/public_test/8c71fa4253344eabaf9d3d804eadb45a.jpeg
4b46bc30d0124156935d1d6a6014eb76,0.497428359875806,0.0025716401241939746,data/public_test/public_test/4b46bc30d0124156935d1d6a6014eb76.jpeg
80cdfab79e8647ea8fb9adf141c20dfb,0.4973888014609969,0.002611198539003101,data/public_test/public_test/80cdfab79e8647ea8fb9adf141c20dfb.jpeg
81f21295c8be4ccca53ab17ca8aab467,0.4973888014609969,0.002611198539003101,data/public_test/public_test/81f21295c8be4ccca53ab17ca8aab467.jpeg
84a580e8b17e4a27a1fc8ae25214e31b,0.4964677625287811,0.003532237471218891,data/public_test/public_test/84a580e8b17e4a27a1fc8ae25214e31b.jpeg
4feab24df30e4190b288fc9cf260c1aa,0.4964258026649495,0.0035741973350504885,data/public_test/public_test/4feab24df30e4190b288fc9cf260c1aa.jpeg
d1a4136ed67e4da7bb4f04f89eec033e,0.4960206113563091,0.0039793886436909065,data/public_test/public_test/d1a4136ed67e4da7bb4f04f89eec033e.jpeg
002361d1fae94b6284c2db2ea1e8d40e,0.5044687480116549,0.004468748011654866,data/public_test/public_test/002361d1fae94b6284c2db2ea1e8d40e.jpeg
03213df23da944b182eabfc1acfaa49b,0.5044687480116549,0.004468748011654866,data/public_test/public_test/03213df23da944b182eabfc1acfaa49b.jpeg
13bf923143584cd6b627aae74f6f7c29,0.5044687480116549,0.004468748011654866,data/public_test/public_test/13bf923143584cd6b627aae74f6f7c29.jpeg
18a59eda3c7144fca123c6f33b5929e5,0.5044687480116549,0.004468748011654866,data/public_test/public_test/18a59eda3c7144fca123c6f33b5929e5.jpeg
23884b0677214ec4837f88f7514c0d3a,0.5044687480116549,0.004468748011654866,data/public_test/public_test/23884b0677214ec4837f88f7514c0d3a.jpeg
2450640c28b84a17ac53693f79094c2a,0.5044687480116549,0.004468748011654866,data/public_test/public_test/2450640c28b84a17ac53693f79094c2a.jpeg
2bcc97e277794b34a114c571f3079760,0.5044687480116549,0.004468748011654866,data/public_test/public_test/2bcc97e277794b34a114c571f3079760.jpeg
319530694fa342e380ea8900b51967d6,0.5044687480116549,0.004468748011654866,data/public_test/public_test/319530694fa342e380ea8900b51967d6.jpeg
3b55508ca3f844a2abf737ca5b5751b3,0.5044687480116549,0.004468748011654866,data/public_test/public_test/3b55508ca3f844a2abf737ca5b5751b3.jpeg
440039a47556498498ffd02f88d9e5c0,0.5044687480116549,0.004468748011654866,data/public_test/public_test/440039a47556498498ffd02f88d9e5c0.jpeg
53f531026f3a494b989c127ae10b2e23,0.5044687480116549,0.004468748011654866,data/public_test/public_test/53f531026f3a494b989c127ae10b2e23.jpeg
5fccc6e4363f448486dc0b7da7f079c1,0.5044687480116549,0.004468748011654866,data/public_test/public_test/5fccc6e4363f448486dc0b7da7f079c1.jpeg
67a81003a33c4a21aede32e39a241615,0.5044687480116549,0.004468748011654866,data/public_test/public_test/67a81003a33c4a21aede32e39a241615.jpeg
6ec4595dc64241cbb3680d409add3306,0.5044687480116549,0.004468748011654866,data/public_test/public_test/6ec4595dc64241cbb3680d409add3306.jpeg
768a4f924ae84c07bdedc9279051f03b,0.5044687480116549,0.004468748011654866,data/public_test/public_test/768a4f924ae84c07bdedc9279051f03b.jpeg
